Study_ID,Analysis_Split,Records_in_historical_906,Author_Year,Year,DOI_or_Link,Persistent_identifier_status,Canonical_Title_v35,Canonical_DOI_v35,Alignment_Status_v35,Evidence_URL_v35,Experiments_n,Records_n,Collection_methods,CLEAR_records,TRACEABLE_CAVEAT_records,REVIEW_FLAG_records,Best_Available_Title,Best_Available_Source_Identifier,Best_Identifier_Source,External_Verification_Date,Metadata_note
Lee2025_Animals_BakeryMeal,development,8,Lee_2025,2025,https://doi.org/10.3390/ani15071002,available_in_V44_study_index,"Apparent Total Tract Digestibility of Energy, Concentrations of Digestible Energy and Metabolizable Energy, and Nitrogen Balance in Growing Pigs Fed Bakery Meal and Biscuit Meal with Multi-Enzyme",10.3390/ani15071002,EXTERNALLY_VERIFIED,https://doi.org/10.3390/ani15071002,1,8,metabolic cage total collection,0,0,8,"Apparent Total Tract Digestibility of Energy, Concentrations of Digestible Energy and Metabolizable Energy, and Nitrogen Balance in Growing Pigs Fed Bakery Meal and Biscuit Meal with Multi-Enzyme",https://doi.org/10.3390/ani15071002,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Len2007_JPAN_FibreVietnam,development,3,Len_2007,2007,10.1111/j.1439-0396.2006.00653.x,available_in_V44_study_index,,,,,1,3,,0,0,3,,10.1111/j.1439-0396.2006.00653.x,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Li2007_LivSci,development,4,Li_2007,2007,https://doi.org/10.1016/j.livsci.2007.01.073,available_in_V44_study_index,Growth performance and nitrogen metabolism in weaned pigs fed diets containing different sources of starch,10.1016/j.livsci.2007.01.073,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.livsci.2007.01.073,1,4,5-d adaptation + 5-d total feces and urine collection,0,0,4,,https://doi.org/10.1016/j.livsci.2007.01.073,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Li2018_AFST_CornAA,development,3,Li_2018,2018,10.1016/j.anifeedsci.2018.04.009,available_in_V44_study_index,,,,,1,3,,3,0,0,,10.1016/j.anifeedsci.2018.04.009,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Li2018_JAS_Pyruvate,development,3,Li_2018,2018,10.1093/jas/sky237,available_in_V44_study_index,,,,,1,3,,3,0,0,,10.1093/jas/sky237,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Li2024_AnimNutr_CPTime,development,2,"Li et al., 2024",2024,10.1016/j.aninu.2023.11.007,available_in_V44_study_index,,,,,1,2,individual pens; reported treatment N balance,0,2,0,,10.1016/j.aninu.2023.11.007,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Liao2011_Boron_PDiet,development,3,Liao_2011,2011,https://doi.org/10.1007/s12011-010-8936-2,available_in_V44_study_index,Dietary supplementation of boron differentially alters expression of borate transporter (NaBCl) mRNA by jejunum and kidney of growing pigs,10.1007/s12011-010-8936-2,EXTERNALLY_VERIFIED,https://doi.org/10.1007/s12011-010-8936-2,1,3,total collection (10 d within 18-d supplement period),0,3,0,Dietary supplementation of boron differentially alters expression of borate transporter (NaBCl) mRNA by jejunum and kidney of growing pigs,https://doi.org/10.1007/s12011-010-8936-2,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Liu2007_AJAS,development,7,Liu_2007,2007,,not_available_in_V44_study_index,Bioefficacy of Lysine from L-lysine Sulfate and L-lysine·HCl for 10 to 20 kg Pigs,10.5713/ajas.2007.1580,EXTERNALLY_VERIFIED,https://doi.org/10.5713/ajas.2007.1580,1,7,total collection,0,7,0,Bioefficacy of Lysine from L-lysine Sulfate and L-lysine·HCl for 10 to 20 kg Pigs,10.5713/ajas.2007.1580,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Liu2020_JAnimalSciBiotech_DCA,development,3,"Liu et al., 2020",2020,10.1186/s40104-020-00437-2,available_in_V44_study_index,,,,,1,3,individual metabolism cages; 7-d collection,0,3,0,,10.1186/s40104-020-00437-2,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Lynch2007_Animal_InulinCP,development,4,Lynch_2007b,2007,https://doi.org/10.1017/S1751731107000407,available_in_V44_study_index,,,,,1,4,total collection in metabolism crates,0,0,4,,https://doi.org/10.1017/S1751731107000407,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Lynch2008_Animal_SBP_CP,development,4,Lynch_2008,2008,,not_available_in_V44_study_index,,,,,1,4,,0,4,0,"Effect of crude protein concentration and sugar-beet pulp on nutrient digestibility, nitrogen excretion, intestinal fermentation and manure ammonia and odour emissions from finisher pigs",10.1017/S1751731107001267,publisher_metadata_2026-09-22,2026-09-22,"Study identity retained from the historical analysis matrix and independently resolved against publisher/journal metadata on 2026-09-22. This provenance enrichment does not alter any analysis value, split, or model result."
Lyu2018_AFST,development,3,Lyu_2018,2018,https://doi.org/10.1016/j.anifeedsci.2018.04.008,available_in_V44_study_index,Adaptation duration for net energy determination of high fiber diets in growing pigs,10.1016/j.anifeedsci.2018.04.008,EXTERNALLY_VERIFIED,https://doi.org/10.1016/j.anifeedsci.2018.04.008,1,3,total collection + indirect calorimetry; diet means pooled across 4 collection periods,0,0,3,Adaptation duration for net energy determination of high fiber diets in growing pigs,https://doi.org/10.1016/j.anifeedsci.2018.04.008,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Mariscal2014_JASB,development,7,Mariscal-Landin_2014,2014,http://www.jasbsci.com/content/5/1/26,available_in_V44_study_index,"Metabolizable energy, nitrogen balance, and ileal digestibility of amino acids in quality protein maize for pigs",10.1186/2049-1891-5-26,EXTERNALLY_VERIFIED,https://doi.org/10.1186/2049-1891-5-26,1,7,total collection,0,0,7,"Metabolizable energy, nitrogen balance, and ileal digestibility of amino acids in quality protein maize for pigs",http://www.jasbsci.com/content/5/1/26,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Mayer2026_TAS_SoybeanHulls,development,4,Mayer_2026,2026,10.1093/tas/txag016,available_in_V44_study_index,,,,,1,4,,0,4,0,,10.1093/tas/txag016,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
McGilvray2019_JAS,development,6,McGilvray_2019,2019,https://doi.org/10.1093/jas/sky468,available_in_V44_study_index,"of Animal Science. All rights reserved. For permissions, please e-mail:",10.1093/jas/sky468,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/sky468,1,6,72-h total urine/feces collection + TiO2 digestibility marker,0,6,0,,https://doi.org/10.1093/jas/sky468,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Mihaila2023_Agriculture,development,3,Mihaila2023_Agriculture,2023,https://doi.org/10.3390/agriculture13112156,available_in_V44_study_index,"Influence of Guar Meal from Pig Compound Feed on Productive Performance, Nitrogen Metabolism, and Greenhouse Gas Emissions",10.3390/agriculture13112156,EXTERNALLY_VERIFIED,https://doi.org/10.3390/agriculture13112156,1,3,,0,0,3,"Influence of Guar Meal from Pig Compound Feed on Productive Performance, Nitrogen Metabolism, and Greenhouse Gas Emissions",https://doi.org/10.3390/agriculture13112156,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Miller2025_TIU_Grower,development,5,Miller_2025,2025,https://doi.org/10.1093/jas/skaf256,available_in_V44_study_index,Increasing trypsin inhibitor concentrations in growing pig diets compromises growth performance and protein digestibility,10.1093/jas/skaf256,EXTERNALLY_VERIFIED,https://doi.org/10.1093/jas/skaf256,1,5,total collection (72 h) in metabolism stalls,0,0,5,Increasing trypsin inhibitor concentrations in growing pig diets compromises growth performance and protein digestibility,https://doi.org/10.1093/jas/skaf256,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Murphy2011_AFST,development,4,Murphy_2011,2011,https://doi.org/10.1016/j.anifeedsci.2010.10.009,available_in_V44_study_index,"The effect of benzoic acid concentration on nitrogen metabolism, manure ammonia and odour emissions in finishing pigs",10.1016/j.anifeedsci.2010.10.009,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.anifeedsci.2010.10.009,1,4,14-d dietary adaptation + 5-d crate adaptation + 5-d total feces and urine collection for N balance,0,0,4,,https://doi.org/10.1016/j.anifeedsci.2010.10.009,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Myrie2008_JAS_Antinutritive,development,7,Myrie_2008,2008,10.2527/jas.2006-793,available_in_V44_study_index,,,,,1,7,,0,7,0,,10.2527/jas.2006-793,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Neumann2018_Animals172,development,9,Neumann_2018,2018,https://doi.org/10.3390/ani8100172,available_in_V44_study_index,N Balance Studies Emphasize the Superior Protein Quality of Pig Diets at High Inclusion Level of Algae Meal (Spirulina platensis) or Insect Meal (Hermetia illucens) when Adequate Amino Acid Supplementation Is Ensured,10.3390/ani8100172,EXTERNALLY_VERIFIED,https://doi.org/10.3390/ani8100172,2,9,metabolism cage total collection; values converted from mg/BWkg^0.67/d,0,0,9,N Balance Studies Emphasize the Superior Protein Quality of Pig Diets at High Inclusion Level of Algae Meal (Spirulina platensis) or Insect Meal (Hermetia illucens) when Adequate Amino Acid Supplementation Is Ensured,https://doi.org/10.3390/ani8100172,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Nguyen2020_Animal_TofuByproduct,development,4,Nguyen_2020,2020,https://doi.org/10.1017/S1751731119003070,available_in_V44_study_index,,,,,1,4,total collection,0,0,4,,https://doi.org/10.1017/S1751731119003070,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Norgaard2014_Finisher_LowCP,development,4,Norgaard_2014,2014,https://doi.org/10.1080/09064702.2014.943280,available_in_V44_study_index,"Effect of protein level on performance, nitrogen utilisation and carcass composition in finisher pigs",10.1080/09064702.2014.943280,EXTERNALLY_VERIFIED,https://doi.org/10.1080/09064702.2014.943280,1,4,total collection,4,0,0,"Effect of protein level on performance, nitrogen utilisation and carcass composition in finisher pigs",https://doi.org/10.1080/09064702.2014.943280,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Norgaard2015_CAA,development,2,Norgaard_2015,2015,https://doi.org/10.2527/jas.2015-9777,available_in_V44_study_index,Utilization of crystalline and protein-bound amino acids by growing-finishing pigs,10.2527/jas.2015-9777,SOURCE_VERIFIED_V33,https://doi.org/10.2527/jas.2015-9777,1,2,metabolism crate total collection,2,0,0,,https://doi.org/10.2527/jas.2015-9777,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
OShea2011_BetaGlucan,development,4,OShea_2011,2011,https://doi.org/10.2527/jas.2010-2882,available_in_V44_study_index,"Comparison of a wheat-based diet supplemented with purified β-glucans, with an oat-based diet on nutrient digestibility, nitrogen utilization, distal gastrointestinal tract composition, and manure odor and ammonia emissions from finishing pigs",10.2527/jas.2010-2882,SOURCE_VERIFIED_V33,https://doi.org/10.2527/jas.2010-2882,1,4,5-d total feces + urine after adaptation,0,0,4,,https://doi.org/10.2527/jas.2010-2882,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Opapeju2012_Animal,development,7,Opapeju_2012,2012,https://doi.org/10.1017/S1751731112000869,available_in_V44_study_index,Bioavailability of methionine hydroxy analog-calcium salt relative to DL-methionine to support nitrogen retention and growth in starter pigs,10.1017/S1751731112000869,EXTERNALLY_VERIFIED,https://doi.org/10.1017/S1751731112000869,1,7,total collection in metabolism crates,7,0,0,Bioavailability of methionine hydroxy analog-calcium salt relative to DL-methionine to support nitrogen retention and growth in starter pigs,https://doi.org/10.1017/S1751731112000869,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Ordaz2026_MineralReduction_Enzymes,development,4,Ordaz_2026,2026,https://doi.org/10.5713/ab.25.0568,available_in_V44_study_index,Effect of strategic nutrient reduction and exogenous enzyme supplementation on mineral and energy balance in growing pigs,10.5713/ab.25.0568,EXTERNALLY_VERIFIED,https://doi.org/10.5713/ab.25.0568,1,4,total collection,0,4,0,Effect of strategic nutrient reduction and exogenous enzyme supplementation on mineral and energy balance in growing pigs,https://doi.org/10.5713/ab.25.0568,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Osada2011_LowCP_GHG,development,2,Osada_2011,2011,https://doi.org/10.1016/j.anifeedsci.2011.04.079,available_in_V44_study_index,Potential reduction of greenhouse gas emission from swine manure by using a low-protein diet supplemented with synthetic amino acids,10.1016/j.anifeedsci.2011.04.079,EXTERNALLY_VERIFIED,https://doi.org/10.1016/j.anifeedsci.2011.04.079,1,2,total collection (last 6 d of each 20-d period),0,2,0,Potential reduction of greenhouse gas emission from swine manure by using a low-protein diet supplemented with synthetic amino acids,https://doi.org/10.1016/j.anifeedsci.2011.04.079,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Otten2013_ArchTierz,development,6,Otten_2013,2013,https://doi.org/10.7482/0003-9438-56-075,available_in_V44_study_index,Effect of varying supply of amino acids on nitrogen retention and growth performance of boars of dif,10.7482/0003-9438-56-075,SOURCE_VERIFIED_V33,https://doi.org/10.7482/0003-9438-56-075,2,6,total collection,0,0,6,,https://doi.org/10.7482/0003-9438-56-075,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Paiano2008_RBZ_ThrLysRatio,development,5,Paiano_2008,2008,https://rbz.org.br/article/digestible-threoninelysine-ratios-and-net-energy-levels-in-growing-finishing-pigs/,available_in_V44_study_index,,,,,1,5,Total collection (5-d feces + urine),0,5,0,,https://rbz.org.br/article/digestible-threoninelysine-ratios-and-net-energy-levels-in-growing-finishing-pigs/,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Paiano2009_ABMVZ,development,5,Paiano_2009,2009,,not_available_in_V44_study_index,"Relações treonina:lisina digestíveis para suínos na fase inicial, alimentados com rações de baixa proteína, calculadas de acordo com o conceito de energia líquida",10.1590/S0102-09352009000100030,EXTERNALLY_VERIFIED,https://doi.org/10.1590/S0102-09352009000100030,1,5,total collection,0,5,0,"Relações treonina:lisina digestíveis para suínos na fase inicial, alimentados com rações de baixa proteína, calculadas de acordo com o conceito de energia líquida",10.1590/S0102-09352009000100030,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Patras2012_JAS,development,4,Patras_2012,2012,https://doi.org/10.2527/jas53837,available_in_V44_study_index,Effect of dietary fiber and crude protein content in feed on nitrogen retention in pigs,10.2527/jas.53837,EXTERNALLY_VERIFIED,https://doi.org/10.2527/jas.53837,1,4,total collection with bladder catheters; 6-d adaptation + 4-d collection,0,4,0,Effect of dietary fiber and crude protein content in feed on nitrogen retention in pigs,https://doi.org/10.2527/jas53837,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Phillips2026_TAS_SoybeanMeal,development,12,Phillips_2026,2026,10.1093/tas/txaf156,available_in_V44_study_index,,,,,3,12,,12,0,0,,10.1093/tas/txaf156,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Pi2019_Animal_Antibiotics,development,2,Pi_2019,2019,10.1017/S1751731118001416,available_in_V44_study_index,,,,,1,2,,0,2,0,,10.1017/S1751731118001416,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Pilcher2015_JAS,development,6,Pilcher_2015,2015,https://doi.org/10.2527/jas2013-7309,available_in_V44_study_index,"The interaction of fiber, supplied by distillers dried grains with solubles, with an antimicrobial and a nutrient partitioning agent on nitrogen balance, water utilization, and energy digestibility in finishing pigs",10.2527/jas.2013-7309,SOURCE_VERIFIED_V33,https://doi.org/10.2527/jas.2013-7309,3,6,total collection in metabolism crates,0,0,6,,https://doi.org/10.2527/jas2013-7309,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Prandini2014_JAS,development,12,Prandini_2014,2014,https://doi.org/10.2527/jas.2013-6412,available_in_V44_study_index,"Microencapsulated lysine and low-protein diets: Effects on performance, carcass characteristics and nitrogen excretion in heavy growing–finishing pigs",10.2527/jas.2013-6412,EXTERNALLY_VERIFIED,https://doi.org/10.2527/jas.2013-6412,3,12,total collection + SiO2 marker,0,0,12,"Microencapsulated lysine and low-protein diets: Effects on performance, carcass characteristics and nitrogen excretion in heavy growing–finishing pigs",https://doi.org/10.2527/jas.2013-6412,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Qiao2008_AJAS_MetCysRatio,development,7,Qiao_2008,2008,,not_available_in_V44_study_index,,,,,1,7,Total collection (5-d feces + urine),0,0,7,The Optimum Methionine to Methionine Plus Cystine Ratio for Growing Pigs Determined Using Plasma Urea Nitrogen and Nitrogen Balance,10.5713/ajas.2008.60480,journal_metadata_2026-09-22,2026-09-22,"Study identity retained from the historical analysis matrix and independently resolved against publisher/journal metadata on 2026-09-22. This provenance enrichment does not alter any analysis value, split, or model result."
Rakhshandeh2010_LivSci_SAA_ISS,development,3,Rakhshandeh_2010,2010,10.1016/j.livsci.2010.06.085,available_in_V44_study_index,,,,,1,3,,0,3,0,,10.1016/j.livsci.2010.06.085,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Rocha2019_CR,development,4,Rocha_2019,2019,https://doi.org/10.1590/0103-8478cr20180755,available_in_V44_study_index,Fibrous feedstuffs for the nitrogen retention of growing pigs,10.1590/0103-8478cr20180755,SOURCE_VERIFIED_V33,https://doi.org/10.1590/0103-8478cr20180755,2,4,total collection,0,0,4,,https://doi.org/10.1590/0103-8478cr20180755,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
RojasCano2014_OSS_IBDU,development,4,RojasCano_2014,2014,https://doi.org/10.1016/j.anifeedsci.2014.01.018,available_in_V44_study_index,Digestibility and energy value of diets containing increasing proportions of olive soapstocks for Iberian crossbred pigs,10.1016/j.anifeedsci.2014.01.018,EXTERNALLY_VERIFIED,https://doi.org/10.1016/j.anifeedsci.2014.01.018,1,4,total collection (5 d) in metabolic cages,0,0,4,Digestibility and energy value of diets containing increasing proportions of olive soapstocks for Iberian crossbred pigs,https://doi.org/10.1016/j.anifeedsci.2014.01.018,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Rudar2016_JAS,development,7,Rudar_2016,2016,https://doi.org/10.2527/jas2015-0120,available_in_V44_study_index,Effect of supplemental dietary leucine and immune system stimulation on whole-body nitrogen utilization in starter pigs,10.2527/jas.2015-0120,SOURCE_VERIFIED_V33,https://doi.org/10.2527/jas.2015-0120,1,7,total collection,0,0,7,,https://doi.org/10.2527/jas2015-0120,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Santosa2018_AFST,development,7,Santosa_2018,2018,https://doi.org/10.1016/j.anifeedsci.2018.04.020,available_in_V44_study_index,Bioavailability of di-peptide DL-methionyl-DL-methionine in comparison to DL-methionine in weaned and growing pigs,10.1016/j.anifeedsci.2018.04.020,EXTERNALLY_VERIFIED,https://doi.org/10.1016/j.anifeedsci.2018.04.020,1,7,5-d total urine/feces collection in metabolism crates,0,7,0,Bioavailability of di-peptide DL-methionyl-DL-methionine in comparison to DL-methionine in weaned and growing pigs,https://doi.org/10.1016/j.anifeedsci.2018.04.020,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Sobotka2021_Animals960,development,8,Sobotka_2021,2021,https://doi.org/10.3390/ani11040960,available_in_V44_study_index,"The Effect of Replacing Genetically Modified Soybean Meal with 00-Rapeseed Meal, Faba Bean and Yellow Lupine in Grower-Finisher Diets on Nutrient Digestibility, Nitrogen Retention, Selected Blood Biochemical Parameters and Fattening Performance of Pigs",10.3390/ani11040960,EXTERNALLY_VERIFIED,https://doi.org/10.3390/ani11040960,2,8,Individual metabolism pens; 7-d pre-experimental adaptation + 5-d quantitative feces and urine collection; wet crumbled feed (1:1 feed:water).,0,8,0,"The Effect of Replacing Genetically Modified Soybean Meal with 00-Rapeseed Meal, Faba Bean and Yellow Lupine in Grower-Finisher Diets on Nutrient Digestibility, Nitrogen Retention, Selected Blood Biochemical Parameters and Fattening Performance of Pigs",https://doi.org/10.3390/ani11040960,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Sobotka2025_Animals,development,3,Sobotka_2025,2025,https://doi.org/10.3390/ani15111521,available_in_V44_study_index,The Effect of Dietary Protein Restriction in Phase Feeding Systems on Nitrogen Metabolism and Excret,10.3390/ani15111521,SOURCE_VERIFIED_V33,https://doi.org/10.3390/ani15111521,1,3,metabolism crates; total separate feces and urine collection,0,3,0,,https://doi.org/10.3390/ani15111521,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Somensi2019_RBZ_FineWheatBranBetaine,development,5,Somensi_2019,2019,https://doi.org/10.1590/rbz4820180141,available_in_V44_study_index,Availability of betaine present in fine wheat bran in diets for growing pigs,10.1590/rbz4820180141,EXTERNALLY_VERIFIED,https://doi.org/10.1590/rbz4820180141,1,5,Total collection (10-d feces + urine),0,0,5,Availability of betaine present in fine wheat bran in diets for growing pigs,https://doi.org/10.1590/rbz4820180141,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Sun2020_JASB,development,3,Sun_2020,2020,https://doi.org/10.1186/s40104-020-00452-2,available_in_V44_study_index,Effects of adding sodium dichloroacetate to low-protein diets on nitrogen balance and amino acid metabolism in growing pigs,10.1186/s40104-020-00437-2,SOURCE_VERIFIED_V33,https://doi.org/10.1186/s40104-020-00437-2,1,3,total collection in metabolism cages,3,0,0,,https://doi.org/10.1186/s40104-020-00452-2,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Tusnio2017_PLOSOne,development,3,Tusnio_2017,2017,https://doi.org/10.1371/journal.pone.0169467,available_in_V44_study_index,Effect of Replacing Soybean Meal by Raw or Extruded Pea Seeds on Growth Performance and Selected Physiological Parameters of the Ileum and Distal Colon of Pigs,10.1371/journal.pone.0169467,SOURCE_VERIFIED_V33,https://doi.org/10.1371/journal.pone.0169467,1,3,total collection,0,0,3,,https://doi.org/10.1371/journal.pone.0169467,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Varley2011_AAN,development,4,Varley_2011,2011,https://doi.org/10.1080/1745039X.2011.556327,available_in_V44_study_index,"Effect of crude protein and phosphorus level on growth performance, bone mineralisation and phosphor",10.1080/1745039x.2011.556327,SOURCE_VERIFIED_V33,https://doi.org/10.1080/1745039x.2011.556327,1,4,total collection,0,0,4,,https://doi.org/10.1080/1745039X.2011.556327,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Varley2011_P_PHY,development,3,Varley_2011,2011,https://doi.org/10.1016/j.anifeedsci.2011.02.017,available_in_V44_study_index,"Effect of dietary phosphorus and calcium level and phytase addition on performance, bone parameters, apparent nutrient digestibility, mineral and nitrogen utilization of weaner pigs and the subsequent effect on finisher pig bone parameters",10.1016/j.anifeedsci.2011.02.017,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.anifeedsci.2011.02.017,1,3,metabolism crates; total separate feces and urine collection,0,0,3,,https://doi.org/10.1016/j.anifeedsci.2011.02.017,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
