Realization,Budget,Rank,Source_unit,Ingredient_Class
305,12,10,Paddy rice::RealV6_稻谷_sample2,Paddy rice
305,12,11,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
305,12,12,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
306,3,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
306,3,2,Cassava::RealV6_木薯_sample6,Cassava
306,3,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
306,6,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
306,6,2,Cassava::RealV6_木薯_sample6,Cassava
306,6,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
306,6,4,Wheat::RealV6_小麦_sample1,Wheat
306,6,5,Barley::RealV6_大麦_sample4,Barley
306,6,6,Wheat::RealV6_小麦_sample8,Wheat
306,9,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
306,9,2,Cassava::RealV6_木薯_sample6,Cassava
306,9,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
306,9,4,Wheat::RealV6_小麦_sample1,Wheat
306,9,5,Barley::RealV6_大麦_sample4,Barley
306,9,6,Wheat::RealV6_小麦_sample8,Wheat
306,9,7,Cassava::RealV6_木薯_sample5,Cassava
306,9,8,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
306,9,9,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
306,12,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
306,12,2,Cassava::RealV6_木薯_sample6,Cassava
306,12,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
306,12,4,Wheat::RealV6_小麦_sample1,Wheat
306,12,5,Barley::RealV6_大麦_sample4,Barley
306,12,6,Wheat::RealV6_小麦_sample8,Wheat
306,12,7,Cassava::RealV6_木薯_sample5,Cassava
306,12,8,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
306,12,9,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
306,12,10,Brown rice::RealV6_糙米_sample3,Brown rice
306,12,11,Paddy rice::RealV6_稻谷_sample7,Paddy rice
306,12,12,Rice bran::RealV6_米糠_sample4,Rice bran
307,3,1,Brown rice::RealV6_糙米_sample8,Brown rice
307,3,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
307,3,3,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
307,6,1,Brown rice::RealV6_糙米_sample8,Brown rice
307,6,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
307,6,3,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
307,6,4,Cassava::RealV6_木薯_sample7,Cassava
307,6,5,Brown rice::RealV6_糙米_sample3,Brown rice
307,6,6,Sorghum::RealV6_高粱_sample5,Sorghum
307,9,1,Brown rice::RealV6_糙米_sample8,Brown rice
307,9,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
307,9,3,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
307,9,4,Cassava::RealV6_木薯_sample7,Cassava
307,9,5,Brown rice::RealV6_糙米_sample3,Brown rice
307,9,6,Sorghum::RealV6_高粱_sample5,Sorghum
307,9,7,Wheat::RealV6_小麦_sample9,Wheat
307,9,8,Paddy rice::RealV6_稻谷_sample10,Paddy rice
307,9,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
307,12,1,Brown rice::RealV6_糙米_sample8,Brown rice
307,12,2,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
307,12,3,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
307,12,4,Cassava::RealV6_木薯_sample7,Cassava
307,12,5,Brown rice::RealV6_糙米_sample3,Brown rice
307,12,6,Sorghum::RealV6_高粱_sample5,Sorghum
307,12,7,Wheat::RealV6_小麦_sample9,Wheat
307,12,8,Paddy rice::RealV6_稻谷_sample10,Paddy rice
307,12,9,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
307,12,10,Paddy rice::RealV6_稻谷_sample3,Paddy rice
307,12,11,Rice bran::RealV6_米糠_sample4,Rice bran
307,12,12,Cassava::RealV6_木薯_sample5,Cassava
308,3,1,Brown rice::RealV6_糙米_sample6,Brown rice
308,3,2,Paddy rice::RealV6_稻谷_sample10,Paddy rice
308,3,3,Wheat::RealV6_小麦_sample2,Wheat
308,6,1,Brown rice::RealV6_糙米_sample6,Brown rice
308,6,2,Paddy rice::RealV6_稻谷_sample10,Paddy rice
308,6,3,Wheat::RealV6_小麦_sample2,Wheat
308,6,4,Rice bran::RealV6_米糠_sample3,Rice bran
308,6,5,Paddy rice::RealV6_稻谷_sample7,Paddy rice
308,6,6,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
308,9,1,Brown rice::RealV6_糙米_sample6,Brown rice
308,9,2,Paddy rice::RealV6_稻谷_sample10,Paddy rice
308,9,3,Wheat::RealV6_小麦_sample2,Wheat
308,9,4,Rice bran::RealV6_米糠_sample3,Rice bran
308,9,5,Paddy rice::RealV6_稻谷_sample7,Paddy rice
308,9,6,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
308,9,7,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
308,9,8,Paddy rice::RealV6_稻谷_sample8,Paddy rice
308,9,9,Cassava::RealV6_木薯_sample4,Cassava
308,12,1,Brown rice::RealV6_糙米_sample6,Brown rice
308,12,2,Paddy rice::RealV6_稻谷_sample10,Paddy rice
308,12,3,Wheat::RealV6_小麦_sample2,Wheat
308,12,4,Rice bran::RealV6_米糠_sample3,Rice bran
308,12,5,Paddy rice::RealV6_稻谷_sample7,Paddy rice
308,12,6,Wheat bran::RealV6_小麦麸_sample8,Wheat bran
308,12,7,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
308,12,8,Paddy rice::RealV6_稻谷_sample8,Paddy rice
308,12,9,Cassava::RealV6_木薯_sample4,Cassava
308,12,10,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
308,12,11,Rice bran::RealV6_米糠_sample7,Rice bran
308,12,12,Cassava::RealV6_木薯_sample3,Cassava
309,3,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
309,3,2,Brown rice::RealV6_糙米_sample6,Brown rice
309,3,3,Sorghum::RealV6_高粱_sample9,Sorghum
309,6,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
309,6,2,Brown rice::RealV6_糙米_sample6,Brown rice
309,6,3,Sorghum::RealV6_高粱_sample9,Sorghum
309,6,4,Cassava::RealV6_木薯_sample9,Cassava
309,6,5,Rice bran::RealV6_米糠_sample3,Rice bran
309,6,6,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
309,9,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
309,9,2,Brown rice::RealV6_糙米_sample6,Brown rice
309,9,3,Sorghum::RealV6_高粱_sample9,Sorghum
309,9,4,Cassava::RealV6_木薯_sample9,Cassava
309,9,5,Rice bran::RealV6_米糠_sample3,Rice bran
309,9,6,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
309,9,7,Cassava::RealV6_木薯_sample6,Cassava
309,9,8,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
309,9,9,Rice bran::RealV6_米糠_sample9,Rice bran
309,12,1,Paddy rice::RealV6_稻谷_sample2,Paddy rice
309,12,2,Brown rice::RealV6_糙米_sample6,Brown rice
309,12,3,Sorghum::RealV6_高粱_sample9,Sorghum
309,12,4,Cassava::RealV6_木薯_sample9,Cassava
309,12,5,Rice bran::RealV6_米糠_sample3,Rice bran
309,12,6,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
309,12,7,Cassava::RealV6_木薯_sample6,Cassava
309,12,8,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
309,12,9,Rice bran::RealV6_米糠_sample9,Rice bran
309,12,10,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
309,12,11,Brown rice::RealV6_糙米_sample10,Brown rice
309,12,12,Cassava::RealV6_木薯_sample8,Cassava
310,3,1,Rice bran::RealV6_米糠_sample6,Rice bran
310,3,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
310,3,3,Rice bran::RealV6_米糠_sample4,Rice bran
310,6,1,Rice bran::RealV6_米糠_sample6,Rice bran
310,6,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
310,6,3,Rice bran::RealV6_米糠_sample4,Rice bran
310,6,4,Wheat::RealV6_小麦_sample10,Wheat
310,6,5,Cassava::RealV6_木薯_sample1,Cassava
310,6,6,Wheat::RealV6_小麦_sample5,Wheat
310,9,1,Rice bran::RealV6_米糠_sample6,Rice bran
310,9,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
310,9,3,Rice bran::RealV6_米糠_sample4,Rice bran
310,9,4,Wheat::RealV6_小麦_sample10,Wheat
310,9,5,Cassava::RealV6_木薯_sample1,Cassava
310,9,6,Wheat::RealV6_小麦_sample5,Wheat
310,9,7,Cassava::RealV6_木薯_sample7,Cassava
310,9,8,Brown rice::RealV6_糙米_sample1,Brown rice
310,9,9,Brown rice::RealV6_糙米_sample2,Brown rice
310,12,1,Rice bran::RealV6_米糠_sample6,Rice bran
310,12,2,Paddy rice::RealV6_稻谷_sample7,Paddy rice
310,12,3,Rice bran::RealV6_米糠_sample4,Rice bran
310,12,4,Wheat::RealV6_小麦_sample10,Wheat
310,12,5,Cassava::RealV6_木薯_sample1,Cassava
310,12,6,Wheat::RealV6_小麦_sample5,Wheat
310,12,7,Cassava::RealV6_木薯_sample7,Cassava
310,12,8,Brown rice::RealV6_糙米_sample1,Brown rice
310,12,9,Brown rice::RealV6_糙米_sample2,Brown rice
310,12,10,Sorghum::RealV6_高粱_sample5,Sorghum
310,12,11,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
310,12,12,Barley::RealV6_大麦_sample1,Barley
311,3,1,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
311,3,2,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
311,3,3,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
311,6,1,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
311,6,2,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
311,6,3,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
311,6,4,Brown rice::RealV6_糙米_sample1,Brown rice
311,6,5,Cassava::RealV6_木薯_sample3,Cassava
311,6,6,Wheat::RealV6_小麦_sample5,Wheat
311,9,1,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
311,9,2,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
311,9,3,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
311,9,4,Brown rice::RealV6_糙米_sample1,Brown rice
311,9,5,Cassava::RealV6_木薯_sample3,Cassava
311,9,6,Wheat::RealV6_小麦_sample5,Wheat
311,9,7,Rice bran::RealV6_米糠_sample9,Rice bran
311,9,8,Rice bran::RealV6_米糠_sample3,Rice bran
311,9,9,Paddy rice::RealV6_稻谷_sample10,Paddy rice
311,12,1,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
311,12,2,Rapeseed cake::RealV6_菜籽饼_sample6,Rapeseed cake
311,12,3,Wheat bran::RealV6_小麦麸_sample4,Wheat bran
311,12,4,Brown rice::RealV6_糙米_sample1,Brown rice
311,12,5,Cassava::RealV6_木薯_sample3,Cassava
311,12,6,Wheat::RealV6_小麦_sample5,Wheat
311,12,7,Rice bran::RealV6_米糠_sample9,Rice bran
311,12,8,Rice bran::RealV6_米糠_sample3,Rice bran
311,12,9,Paddy rice::RealV6_稻谷_sample10,Paddy rice
311,12,10,Brown rice::RealV6_糙米_sample8,Brown rice
311,12,11,Paddy rice::RealV6_稻谷_sample11,Paddy rice
311,12,12,Wheat::RealV6_小麦_sample3,Wheat
312,3,1,Sorghum::RealV6_高粱_sample3,Sorghum
312,3,2,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
312,3,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
312,6,1,Sorghum::RealV6_高粱_sample3,Sorghum
312,6,2,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
312,6,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
312,6,4,Wheat::RealV6_小麦_sample6,Wheat
312,6,5,Sorghum::RealV6_高粱_sample1,Sorghum
312,6,6,Brown rice::RealV6_糙米_sample10,Brown rice
312,9,1,Sorghum::RealV6_高粱_sample3,Sorghum
312,9,2,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
312,9,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
312,9,4,Wheat::RealV6_小麦_sample6,Wheat
312,9,5,Sorghum::RealV6_高粱_sample1,Sorghum
312,9,6,Brown rice::RealV6_糙米_sample10,Brown rice
312,9,7,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
312,9,8,Sorghum::RealV6_高粱_sample4,Sorghum
312,9,9,Wheat::RealV6_小麦_sample3,Wheat
312,12,1,Sorghum::RealV6_高粱_sample3,Sorghum
312,12,2,Rapeseed cake::RealV6_菜籽饼_sample9,Rapeseed cake
312,12,3,Paddy rice::RealV6_稻谷_sample8,Paddy rice
312,12,4,Wheat::RealV6_小麦_sample6,Wheat
312,12,5,Sorghum::RealV6_高粱_sample1,Sorghum
312,12,6,Brown rice::RealV6_糙米_sample10,Brown rice
312,12,7,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
312,12,8,Sorghum::RealV6_高粱_sample4,Sorghum
312,12,9,Wheat::RealV6_小麦_sample3,Wheat
312,12,10,Paddy rice::RealV6_稻谷_sample3,Paddy rice
312,12,11,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
312,12,12,Cassava::RealV6_木薯_sample4,Cassava
313,3,1,Brown rice::RealV6_糙米_sample9,Brown rice
313,3,2,Rice bran::RealV6_米糠_sample2,Rice bran
313,3,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
313,6,1,Brown rice::RealV6_糙米_sample9,Brown rice
313,6,2,Rice bran::RealV6_米糠_sample2,Rice bran
313,6,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
313,6,4,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
313,6,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
313,6,6,Barley::RealV6_大麦_sample2,Barley
313,9,1,Brown rice::RealV6_糙米_sample9,Brown rice
313,9,2,Rice bran::RealV6_米糠_sample2,Rice bran
313,9,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
313,9,4,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
313,9,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
313,9,6,Barley::RealV6_大麦_sample2,Barley
313,9,7,Wheat::RealV6_小麦_sample10,Wheat
313,9,8,Rice bran::RealV6_米糠_sample8,Rice bran
313,9,9,Barley::RealV6_大麦_sample6,Barley
313,12,1,Brown rice::RealV6_糙米_sample9,Brown rice
313,12,2,Rice bran::RealV6_米糠_sample2,Rice bran
313,12,3,Paddy rice::RealV6_稻谷_sample11,Paddy rice
313,12,4,Rapeseed cake::RealV6_菜籽饼_sample4,Rapeseed cake
313,12,5,Wheat bran::RealV6_小麦麸_sample10,Wheat bran
313,12,6,Barley::RealV6_大麦_sample2,Barley
313,12,7,Wheat::RealV6_小麦_sample10,Wheat
313,12,8,Rice bran::RealV6_米糠_sample8,Rice bran
313,12,9,Barley::RealV6_大麦_sample6,Barley
313,12,10,Rice bran::RealV6_米糠_sample6,Rice bran
313,12,11,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
313,12,12,Brown rice::RealV6_糙米_sample4,Brown rice
314,3,1,Wheat::RealV6_小麦_sample7,Wheat
314,3,2,Barley::RealV6_大麦_sample7,Barley
314,3,3,Rice bran::RealV6_米糠_sample3,Rice bran
314,6,1,Wheat::RealV6_小麦_sample7,Wheat
314,6,2,Barley::RealV6_大麦_sample7,Barley
314,6,3,Rice bran::RealV6_米糠_sample3,Rice bran
314,6,4,Rice bran::RealV6_米糠_sample6,Rice bran
314,6,5,Sorghum::RealV6_高粱_sample6,Sorghum
314,6,6,Barley::RealV6_大麦_sample5,Barley
314,9,1,Wheat::RealV6_小麦_sample7,Wheat
314,9,2,Barley::RealV6_大麦_sample7,Barley
314,9,3,Rice bran::RealV6_米糠_sample3,Rice bran
314,9,4,Rice bran::RealV6_米糠_sample6,Rice bran
314,9,5,Sorghum::RealV6_高粱_sample6,Sorghum
314,9,6,Barley::RealV6_大麦_sample5,Barley
314,9,7,Paddy rice::RealV6_稻谷_sample4,Paddy rice
314,9,8,Wheat::RealV6_小麦_sample6,Wheat
314,9,9,Wheat::RealV6_小麦_sample8,Wheat
314,12,1,Wheat::RealV6_小麦_sample7,Wheat
314,12,2,Barley::RealV6_大麦_sample7,Barley
314,12,3,Rice bran::RealV6_米糠_sample3,Rice bran
314,12,4,Rice bran::RealV6_米糠_sample6,Rice bran
314,12,5,Sorghum::RealV6_高粱_sample6,Sorghum
314,12,6,Barley::RealV6_大麦_sample5,Barley
314,12,7,Paddy rice::RealV6_稻谷_sample4,Paddy rice
314,12,8,Wheat::RealV6_小麦_sample6,Wheat
314,12,9,Wheat::RealV6_小麦_sample8,Wheat
314,12,10,Brown rice::RealV6_糙米_sample5,Brown rice
314,12,11,Sorghum::RealV6_高粱_sample2,Sorghum
314,12,12,Paddy rice::RealV6_稻谷_sample5,Paddy rice
315,3,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
315,3,2,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
315,3,3,Rice bran::RealV6_米糠_sample9,Rice bran
315,6,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
315,6,2,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
315,6,3,Rice bran::RealV6_米糠_sample9,Rice bran
315,6,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
315,6,5,Cassava::RealV6_木薯_sample5,Cassava
315,6,6,Paddy rice::RealV6_稻谷_sample10,Paddy rice
315,9,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
315,9,2,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
315,9,3,Rice bran::RealV6_米糠_sample9,Rice bran
315,9,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
315,9,5,Cassava::RealV6_木薯_sample5,Cassava
315,9,6,Paddy rice::RealV6_稻谷_sample10,Paddy rice
315,9,7,Cassava::RealV6_木薯_sample7,Cassava
315,9,8,Sorghum::RealV6_高粱_sample9,Sorghum
315,9,9,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
315,12,1,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
315,12,2,Rapeseed cake::RealV6_菜籽饼_sample7,Rapeseed cake
315,12,3,Rice bran::RealV6_米糠_sample9,Rice bran
315,12,4,Paddy rice::RealV6_稻谷_sample8,Paddy rice
315,12,5,Cassava::RealV6_木薯_sample5,Cassava
315,12,6,Paddy rice::RealV6_稻谷_sample10,Paddy rice
315,12,7,Cassava::RealV6_木薯_sample7,Cassava
315,12,8,Sorghum::RealV6_高粱_sample9,Sorghum
315,12,9,Wheat bran::RealV6_小麦麸_sample7,Wheat bran
315,12,10,Rice bran::RealV6_米糠_sample7,Rice bran
315,12,11,Rice bran::RealV6_米糠_sample6,Rice bran
315,12,12,Barley::RealV6_大麦_sample8,Barley
316,3,1,Wheat::RealV6_小麦_sample3,Wheat
316,3,2,Rice bran::RealV6_米糠_sample1,Rice bran
316,3,3,Cassava::RealV6_木薯_sample6,Cassava
316,6,1,Wheat::RealV6_小麦_sample3,Wheat
316,6,2,Rice bran::RealV6_米糠_sample1,Rice bran
316,6,3,Cassava::RealV6_木薯_sample6,Cassava
316,6,4,Rice bran::RealV6_米糠_sample7,Rice bran
316,6,5,Cassava::RealV6_木薯_sample2,Cassava
316,6,6,Paddy rice::RealV6_稻谷_sample7,Paddy rice
316,9,1,Wheat::RealV6_小麦_sample3,Wheat
316,9,2,Rice bran::RealV6_米糠_sample1,Rice bran
316,9,3,Cassava::RealV6_木薯_sample6,Cassava
316,9,4,Rice bran::RealV6_米糠_sample7,Rice bran
316,9,5,Cassava::RealV6_木薯_sample2,Cassava
316,9,6,Paddy rice::RealV6_稻谷_sample7,Paddy rice
316,9,7,Paddy rice::RealV6_稻谷_sample10,Paddy rice
316,9,8,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
316,9,9,Paddy rice::RealV6_稻谷_sample8,Paddy rice
316,12,1,Wheat::RealV6_小麦_sample3,Wheat
316,12,2,Rice bran::RealV6_米糠_sample1,Rice bran
316,12,3,Cassava::RealV6_木薯_sample6,Cassava
316,12,4,Rice bran::RealV6_米糠_sample7,Rice bran
316,12,5,Cassava::RealV6_木薯_sample2,Cassava
316,12,6,Paddy rice::RealV6_稻谷_sample7,Paddy rice
316,12,7,Paddy rice::RealV6_稻谷_sample10,Paddy rice
316,12,8,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
316,12,9,Paddy rice::RealV6_稻谷_sample8,Paddy rice
316,12,10,Barley::RealV6_大麦_sample9,Barley
316,12,11,Rice bran::RealV6_米糠_sample6,Rice bran
316,12,12,Sorghum::RealV6_高粱_sample8,Sorghum
317,3,1,Sorghum::RealV6_高粱_sample1,Sorghum
317,3,2,Cassava::RealV6_木薯_sample5,Cassava
317,3,3,Wheat::RealV6_小麦_sample6,Wheat
317,6,1,Sorghum::RealV6_高粱_sample1,Sorghum
317,6,2,Cassava::RealV6_木薯_sample5,Cassava
317,6,3,Wheat::RealV6_小麦_sample6,Wheat
317,6,4,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
317,6,5,Sorghum::RealV6_高粱_sample4,Sorghum
317,6,6,Wheat::RealV6_小麦_sample8,Wheat
317,9,1,Sorghum::RealV6_高粱_sample1,Sorghum
317,9,2,Cassava::RealV6_木薯_sample5,Cassava
317,9,3,Wheat::RealV6_小麦_sample6,Wheat
317,9,4,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
317,9,5,Sorghum::RealV6_高粱_sample4,Sorghum
317,9,6,Wheat::RealV6_小麦_sample8,Wheat
317,9,7,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
317,9,8,Barley::RealV6_大麦_sample1,Barley
317,9,9,Paddy rice::RealV6_稻谷_sample4,Paddy rice
317,12,1,Sorghum::RealV6_高粱_sample1,Sorghum
317,12,2,Cassava::RealV6_木薯_sample5,Cassava
317,12,3,Wheat::RealV6_小麦_sample6,Wheat
317,12,4,Wheat bran::RealV6_小麦麸_sample3,Wheat bran
317,12,5,Sorghum::RealV6_高粱_sample4,Sorghum
317,12,6,Wheat::RealV6_小麦_sample8,Wheat
317,12,7,Rapeseed cake::RealV6_菜籽饼_sample10,Rapeseed cake
317,12,8,Barley::RealV6_大麦_sample1,Barley
317,12,9,Paddy rice::RealV6_稻谷_sample4,Paddy rice
317,12,10,Rice bran::RealV6_米糠_sample2,Rice bran
317,12,11,Barley::RealV6_大麦_sample7,Barley
317,12,12,Wheat::RealV6_小麦_sample1,Wheat
318,3,1,Sorghum::RealV6_高粱_sample7,Sorghum
318,3,2,Rice bran::RealV6_米糠_sample1,Rice bran
318,3,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
318,6,1,Sorghum::RealV6_高粱_sample7,Sorghum
318,6,2,Rice bran::RealV6_米糠_sample1,Rice bran
318,6,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
318,6,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
318,6,5,Wheat::RealV6_小麦_sample2,Wheat
318,6,6,Brown rice::RealV6_糙米_sample1,Brown rice
318,9,1,Sorghum::RealV6_高粱_sample7,Sorghum
318,9,2,Rice bran::RealV6_米糠_sample1,Rice bran
318,9,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
318,9,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
318,9,5,Wheat::RealV6_小麦_sample2,Wheat
318,9,6,Brown rice::RealV6_糙米_sample1,Brown rice
318,9,7,Cassava::RealV6_木薯_sample3,Cassava
318,9,8,Brown rice::RealV6_糙米_sample7,Brown rice
318,9,9,Paddy rice::RealV6_稻谷_sample4,Paddy rice
318,12,1,Sorghum::RealV6_高粱_sample7,Sorghum
318,12,2,Rice bran::RealV6_米糠_sample1,Rice bran
318,12,3,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
318,12,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
318,12,5,Wheat::RealV6_小麦_sample2,Wheat
318,12,6,Brown rice::RealV6_糙米_sample1,Brown rice
318,12,7,Cassava::RealV6_木薯_sample3,Cassava
318,12,8,Brown rice::RealV6_糙米_sample7,Brown rice
318,12,9,Paddy rice::RealV6_稻谷_sample4,Paddy rice
318,12,10,Rice bran::RealV6_米糠_sample4,Rice bran
318,12,11,Wheat::RealV6_小麦_sample5,Wheat
318,12,12,Sorghum::RealV6_高粱_sample2,Sorghum
319,3,1,Barley::RealV6_大麦_sample8,Barley
319,3,2,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
319,3,3,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
319,6,1,Barley::RealV6_大麦_sample8,Barley
319,6,2,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
319,6,3,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
319,6,4,Barley::RealV6_大麦_sample2,Barley
319,6,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
319,6,6,Cassava::RealV6_木薯_sample9,Cassava
319,9,1,Barley::RealV6_大麦_sample8,Barley
319,9,2,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
319,9,3,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
319,9,4,Barley::RealV6_大麦_sample2,Barley
319,9,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
319,9,6,Cassava::RealV6_木薯_sample9,Cassava
319,9,7,Wheat::RealV6_小麦_sample8,Wheat
319,9,8,Sorghum::RealV6_高粱_sample3,Sorghum
319,9,9,Rice bran::RealV6_米糠_sample5,Rice bran
319,12,1,Barley::RealV6_大麦_sample8,Barley
319,12,2,Wheat bran::RealV6_小麦麸_sample9,Wheat bran
319,12,3,Wheat bran::RealV6_小麦麸_sample2,Wheat bran
319,12,4,Barley::RealV6_大麦_sample2,Barley
319,12,5,Wheat bran::RealV6_小麦麸_sample5,Wheat bran
319,12,6,Cassava::RealV6_木薯_sample9,Cassava
319,12,7,Wheat::RealV6_小麦_sample8,Wheat
319,12,8,Sorghum::RealV6_高粱_sample3,Sorghum
319,12,9,Rice bran::RealV6_米糠_sample5,Rice bran
319,12,10,Brown rice::RealV6_糙米_sample6,Brown rice
319,12,11,Wheat bran::RealV6_小麦麸_sample1,Wheat bran
319,12,12,Wheat::RealV6_小麦_sample3,Wheat
320,3,1,Sorghum::RealV6_高粱_sample9,Sorghum
320,3,2,Barley::RealV6_大麦_sample10,Barley
320,3,3,Sorghum::RealV6_高粱_sample4,Sorghum
320,6,1,Sorghum::RealV6_高粱_sample9,Sorghum
320,6,2,Barley::RealV6_大麦_sample10,Barley
320,6,3,Sorghum::RealV6_高粱_sample4,Sorghum
320,6,4,Rapeseed cake::RealV6_菜籽饼_sample1,Rapeseed cake
320,6,5,Rice bran::RealV6_米糠_sample3,Rice bran
320,6,6,Rapeseed cake::RealV6_菜籽饼_sample3,Rapeseed cake
320,9,1,Sorghum::RealV6_高粱_sample9,Sorghum
320,9,2,Barley::RealV6_大麦_sample10,Barley
320,9,3,Sorghum::RealV6_高粱_sample4,Sorghum
